movieId,bag_of_words
3253,"wayn,world,comedy,penelopespheeris,mikemyers,danacarvey,roblowe,tiacarrere,foqam,uniqu,snlalum,basetvshow,own,quotabl,womandirector,nofagan,aliccooper,showbusi,edoneil,meatloaf,mikemyer,roblow,snl,musicindustri,snl,talkshow,tv,tvshow,chrifarley,televisproduc,rockroll,femaldirector,1990,adapttvseri,basetvshow,heavimetal,comedi,danacarvey,funniestmovi,garth,mikemyer,music,bechdeltestfail,saturdaynightlive,seencinema,seen,teen,tiacarrer,wantseeagain,rewatch,nerd,hilari,penelopspheeri"
3254,"wayn,world,2,comedy,stephensurjik,mikemyers,danacarvey,christopherwalken,tiacarrere,clv,talkshow,tvshow,basetvshow,musician,teenmovi,snl,music,musicindustri,showbusi,tv,rock,snlalum,musictvprogram,1990,kiss,loveoneslife,cantrememb,christophwalken,musicbusi,rockroll,saturdaynightlive,basetvshow,seen,stephensurjik,war,hilari,concert,seencinema"
3255,"leagu,comedy,drama,pennymarshall,tomhanks,geenadavis,loripetty,madonna,loripetti,famili,seencinema,sportbasebal,ginadavi,womenslib,bechdeltestpass,mybal,siblrivalri,pennimarshal,afi100moviquot,sexism,alcohol,fun,madonna,cheesi,drama,worthwatch,amazcast,bore,seen2008,femaldirector,kmovi,bdr,bdvideo,sister,wartim,clv,basebal,heroism,rosiodonnel,sport,truestori,basebal,madonna,periodpiec,nostalg,tomhank,itaeg,tomhank,femin,basetruestory,1940,sibl,worldwarii,geenadavi,women,onefavorit,worldwarii,seen,womandirector,sport,homefront,femalathlet,basebalplayer"
3256,"patriot,game,action,crime,drama,thriller,phillipnoyce,harrisonford,seanbean,annearcher,patrickbergin,espionag,adaptbook,authortomclanci,seanbeandie,charactjackryan,clv,cantrememb,bookbetter,70mm,anamorphblowup,cantrememb,basebook,phillipnoyc,patrickbergin,cia,repay,annarcher,tens,thriller,harrisonford,seanbean,thorabirch,badend,jackryan,tomclancy,70mmblowup,assassin,assassin,ira,basetomclancibook"
3257,"bodyguard,drama,romance,thriller,mickjackson,kevincostner,whitneyhouston,garykemp,billcobbs,pampossibl,fame,obsess,singer,stan,dumbplottwist,musician,whitneyhouston,action,romanc,clv,interraciromanc,stalker,loangel,romanc,siblrelationship,kevincostner,whitneyhouston,annemari,unsuspens,kevincostner,anonymletter,bodyguard,celebr,diva,snorefest"
3258,"death,becom,comedy,fantasy,robertzemeckis,merylstreep,brucewillis,goldiehawn,isabellarossellini,badsgood,clv,youth,dark,bibliothek,seen2008,fountainyouth,magicpotion,murder,vaniti,camp,eternlife,goldihawn,jealousi,rivalri,darkcomedi,fantasi,immort,merylstreep,supernatur,robertzemecki,plasticsurgeri,brucewilli,beauti,drink,potion,nuditirear"
3259,"far,away,adventure,drama,romance,ronhoward,tomcruise,nicolekidman,thomasgibson,robertprosky,surviv,bibliothek,romanc,seen2011,tomcruis,nicolkidman,70mm,clv,panavissuper70,immigr,cantrememb,pamslist,review,lover,suspicionmurder,periodcostum,openrang,epic,tomcruis,girlimovi,ireland,romanc,americandream,fathermurder,irish,kiss,nicolkidman"
3260,"howard,end,drama,jamesivory,anthonyhopkins,emmathompson,vanessaredgrave,helenabonhamcarter,bore,sister,siblrelationship,turncenturi,oscarnominebestpictur,super35blowup,70mm,bdr,inherit,wellheelfamili,authorforster?,jameivori,perioddrama,clv,gaydirector,deathbwish,empower,oscarnominebestpictur1992,criterion,edwardianengland,costumdrama,emmathompson,romant,helenabonhamcarter,vanessaredgrav,oscarbestactress,anthonihopkin,forster,historical,70mmblowup,adaptbook,authorforster,screenwritruthprawerjhabvala,forster,basenovelbook,basebook"
3261,"singl,comedy,drama,romance,cameroncrowe,bridgetfonda,campbellscott,kyrasedgwick,sheilakelley,lovesick,roommat,review,vh,billpullman,ensemblcast,earlicameroncrow,genx,clv,dvdvideo,loveoneslife,wire50greatestsoundtrack,grung,tv,exgirlfriend,freelove,1990,cameroncrow,kyrasedgwick,music,mattdillon,relationship,seattl,blinddate,cheat,exboyfriend,quirkihumor"
3262,"twin,peak,fire,walk,crime,drama,mystery,thriller,davidlynch,sheryllee,raywise,danaashbrook,domestviolenc,horror,interest,multiplperson,suspens,orgi,smalltown,sexualabus,ruralset,prostitut,cinematographi,supernatur,lynch,whodunnit,enigmat,mysteri,secret,strang,criterion,maclachlan,mysteri,weird,lynchianoir,onekylemaclachlan?,doppelgang,murder,erlendsdvd,investig,cryptic,disturbteenag,atmospher,davidlynch,surreal,dreamlik,moirakelli,washingtonstate,chriisaak,danaashbrook,davidbowi,harrideanstanton,kierfersutherland,drugaddict,kylemaclachlan,sheryllee,nudititopless,madchenamick,criterion,cameo,bar,detect,basetvseri,notablnuditi,drug,nudititoplessnotabl,sexualassault,phoebaugustin,prequel"
3263,"white,men,cant,jump,comedy,drama,ronshelton,wesleysnipes,woodyharrelson,rosieperez,tyraferrell,mediocr,comedi,ronshelton,rosiperez,wesleysnipes,90,sportbasketbal,bibliothek,joke,drama,socialmessag,fgj,funni,famili,clv,nudititopless,fun,jeopardi,objectstrong,basketbal,comedi,nudititopless,woodiharrelson,guiltipleasur,sportcompetit,confidartist,friendship,sport,hustl,loangel,malefriendship,racialsegreg,sport,streetbal,whitetrash,hoodlum"
3264,"buffi,vampir,slayer,action,comedy,horror,franrubelkuzui,kristyswanson,donaldsutherland,paulreubens,rutgerhauer,teenag,unlikfriendship,valleygirl,womandirector,campi,franrubelkuzui,josswhedon,paulreuben,fridaynightmovi,teenagmortal,donaldsutherland,highschool,worsshow,date,comedi,parodilite,darkcomedi,vampir,fashion,vampir,cheerlead,bettershow,cheerlead,classic"
3265,"hardboil,lat,sau,san,taam,action,crime,drama,thriller,johnwoo,yun-fatchow,tonychiu-waileung,teresamo,philipchan,johnwoo,charisma,action,hongkong,chowyunfat,martialart,slowmotion,gunfight,philipkwok,tonileung,drug,tonileungchiuwai,laserdisccav,nofagan,criterion,inspector,armdealer,armsmuggl,chowyunfat,explos,gunfu,gun,heroicbloodsh,gunfight,johnwoo,top,style,stylish,undercovcop,tumeysdvd,hongkong"
3266,"man,bite,dog,cest,de,chez,vou,comedy,crime,drama,thriller,jacquelinepoelvoorde-pappaert,nellypappaert,hectorpappaert,netflixqueue,criterion,movibusi,foundfootag,satir,perrotlibrari,brutal,violenc,noir,altern,metafilm,1,filmclub,arab,benoitpoelvoord,rape,blackcomedi,crazi,dark,darkhumor,serialkiller,nc17,darkcomedi,belgian,belgium,blackwhite,brussel,fakedocumentari,murder,mockumentari"
3267,"mariachi,el,action,crime,thriller,western,robertrodriguez,carlosgallardo,jaimedehoyos,petermarquardt,direct,leg,killer,guitarcase,cultfilm,arm,violenc,crime,organcrime,mistakenident,drug,directoridebut,lowbudget,badmusic,badact,robertrodriguez"
3268,"stop,mom,shoot,action,comedy,rogerspottiswoode,sylvesterstallone,estellegetty,jobethwilliams,rogerrees,submachingun,estelgetti,origin,rec?,rogerspottiswood,comedi,polic,funni,crimin,goldenraspberriworstactor,sylveststallon,policemen,copsmam,stupidrememb,loangel"
3269,"forev,young,drama,romance,sci-fi,steveminer,melgibson,jamieleecurtis,elijahwood,isabelglasser,clv,fiction,steveminer,bibliothek,loverreunit,moodwishlist,airforc,testperson,experi,airplan,melgibson,cantrememb"
3270,"cut,edg,comedy,drama,romance,paulmichaelglaser,d.b.sweeney,moirakelly,roydotrice,terryo'quinn,skate,guiltipleasur,competit,romanc,romanc,paulmichaelglaser,favourit,goodromantcomedi,sport,romantcomedi,drama,sportfigurskate,chickflick,itaeg,iceskate,roydotric,moirakelli,hockey,figurskate,sweeney,olympgame"
3271,"mice,men,drama,garysinise,johnmalkovich,garysinise,raywalston,caseysiemaszko,basebook,overr,bookbetterneithergood,farm,greatdepress,farmworker,disabl,worker,johnsteinbeck,adaptbook,authorjohnsteinbeck,pg13,error,mentalimparcharact,pg13,book,cantrememb,goodcontenc,googen,netflixfinland,dream,requirhighschool1997,soundtrackmarkisham,countrilife,hulu,mvlc,sad,drama,steinbeck,farm,poverti,rural,depress,truenovel,annemari,beautiwoman,librarivh,mentalimpair,ranch,directorgarisinis,garisinis,johnmalkovich,tragic,sherilynfenn"
3272,"bad,lieuten,crime,drama,abelferrara,harveykeitel,brianmcelroy,frankacciarito,peggygormley,nihil,redempt,gambl,forgiv,unflinch,dark,gambl,drugaddict,netflixfinland,rabbithol,polic,selfdestrutperson,downbeat,dvdvideo,controversi,pointless,depress,disturb,grim,gritti,confront,cynic,lurid,viscer,prostitut,blasphem,nudititopless,drink,catholic,christian,harveykeitel,heroin,kaf,rape,sexualassault,basebal,christfigur,corrupt,crucifixion,detect,drugaddict,drug,gambldebt,religion,policcorrupt,nudititopless,drugdealer,teenaggirl,violenc,polic,nun,newyorkciti,masturb,homicid,salvat"
3273,"scream,3,comedy,horror,mystery,thriller,wescraven,davidarquette,nevecampbell,courteneycox,lievschreiber,selfreferenti,scream,report,movibusi,excop,mask,lure,isol,formula,maskkiller,selfawar,direct,horror,potentioscarnom,changtone,differwriter,goodseri,scari,parkerposey,bdvideo,8,stupidhell,tire,badscript,teen,humor,cleverscript,crisicounselor,ptsd,meta,slasher,whodunnit,franchis,weakestseri,wecraven,courteneycox,davidarquett,serialkiller,jennimccarthi,hollywood,yell,prerecordmessag,wecraven,spoof,patrickwarburton,patrickdempsey,nevecampbel,sequel"
3274,"singl,white,femal,drama,thriller,barbetschroeder,bridgetfonda,jenniferjasonleigh,stevenweber,peterfriedman,photograph,stairway,puppi,remotcontrol,sex,softwar,stalker,twin,violenc,lesbiansubtext,thriller,bdr,clv,mentalill,surprisparti,lesbianrelationship,bridgetfonda,busicard,icecream,cast,goodaction,romanc,thrill,identtheft,roommathell,psycholog,jennifjasonleigh,suspens,hous,rentcontrol,softwardevelop,basement,nuditifullfrontalnotabl"
3275,"boondock,saint,action,crime,drama,thriller,troyduffy,willemdafoe,seanpatrickflanery,normanreedus,daviddellarocco,queer,brother,irishmen,own,potestarb,erlendsdvd,hitmen,awesom,policcorrupt,crimefamili,nudititopless,missiongod,mentalill,corrupt,ronjeremi,eastcoast,twinbrother,russianmafia,prologu,polic,mafia,stupidpremis??,vigilant,policstation,religion,organcrime,cultclassic,crime,action,divx,dvdvideo,gfei,macho,pulp,moviowndvd,cheesi,cheap,overblown,troyduffi,movi,willemdafoftw,russianmafia,pager,cultclassic,duringcreditssting,favourit,seanpatrickflaneri,serialkiller,missiongod,insan,organcrime,openend,irishamerican,silli,willemdafo,vigilant,styliz,sibl,nudititopless,irish,darkhumor,boston,irish,vigilant,irishaccent,mafia,watch,boston,arbitrarilaw,memasasmovi,religion,twin,gay,action,underdog,morderndayrobinhood,justic,godgivenrightkill?,philosophi,philosoph,vengeanc,movisee,normanreedu,irishdarkcomedi,irishcathol,billiconnolli,crime"
3276,"gun,shi,comedy,ericblakeney,liamneeson,sandrabullock,oliverplatt,nervoubreakdown,quirki,drugcartel"
3280,"babi,horror,tedpost,anjanettecomer,ruthroman,mariannahill,susannezenor,babi,socialworker,bdr"
3281,"brandon,teena,stori,documentary,susanmuska,transgend,smalltown,genderident,documentari,truestori,queer,teddiaward,homophobia,crossdresswomen,crossdress,womandirector,sexual,homosexu,nebraska"
3283,"minni,moskowitz,action,johncassavetes,genarowlands,seymourcassel,valavery,timothycarey,passion,newhollywood,independfilm,johncassavet"
3284,"might,giant,comedy,mystery,romance,anthonyharvey,georgec.scott,joannewoodward,jackgilford,lesterrawlins,fridaynightmovi,esoter,anthoniharvey,oddmovioddcaswork,suppresspast,sherlockholm,psychiatri,mentalill,lossloveone,fantasi"
3285,"beach,adventure,drama,dannyboyle,leonardodicaprio,danielyork,patcharawanpatarakijjanon,virginieledoyen,groupdynam,extramaritaffair,hippi,leader,shark,thailand,youth,tourism,nudititopless,tourist,existenti,journey,backpack,interest,good,visualappeal,seen,tildaswinton,wantseeagain,humanexperi,soundtrack,shirtless,ideal,delus,exotisland,backpack,commun,leonardodicaprio,oneboremistak,bangkok,beach,drug,gangren,map,sharkattack,shark,thailand,marijuana,virginiledoyen,netflixfinland,librarivh,travel,nudititopless,utopia,beauticinematographi,island,greatsoundtrack,danniboyl,romanc"
3286,"snow,day,comedy,chriskoch,chevychase,markwebber,schuylerfisk,chriselliott,chrikoch"
3287,"tigger,movi,animation,children,junfalkenstein,jimcummings,nikitahopkins,kensansom,johnfiedler,piglet,pooh,womandirector,tiger,rabbit,owl,seripooh,bear,disneyanimfeatur,disney,anim,talkanim,donkey"
3289,"one,less,yi,ge,dou,bu,neng,shao,drama,yimouzhang,minzhiwei,huikezhang,zhendatian,enmangao,boy,chalk,class,food,girl,money,mountain,promis,china,touchcommunistpropaganda,move,chines,chineslandscap,overlihappiend,ruralschool,children,poverti,zhangyimou,villag,greatperformyoungactor,ticket,citi,televisindustri,bureaucraci,childlabor,childhood,citilife,cocacola,educ,librarivh,mayor,missperson,poverti,disciplin,rural,restaur,teen,teacherstudent,teacherstudentrelationship,televisshow,sing,shiperson,school,teacher"
3294,"eaten,aliv,horror,tobehooper,nevillebrand,melferrer,carolynjones,marilynburns,betamax,disappear,slasher,serialkiller,psychopath,prostitut,premaritsex,murder,hotel,footchase,femalrearnuditi,swamp,crocodil,bloodspatter,australian,bmovi,psychot,redneck,badact,jus+san,1970,allig,attemptrape,videonasti,boditornapart"
3295,"rain,stone,drama,kenloach,brucejones,juliebrown,gemmaphoenix,rickytomlinson,workclass,03/09,kenloach,worker,neoreal,unemploy,manchest,communiondress,cathol,cannfilmfestiv,priest"
3296,"sir,love,drama,jamesclavell,sidneypoitier,judygeeson,christianroberts,suzykendall,teach,delight,lulu,bdr,londonengland,race,catchiscore,overr,kmovi,teacher,erlendsdvd,teacherchanglive,educ,suzikendal,teacher,comeage,famousong,jameclavel,judigeeson,highschool,protagonistteacher,school,setengland,sidneypoitier,london"
3298,"boiler,room,crime,drama,thriller,benyounger,giovanniribisi,vindiesel,nialong,nickykatt,financ,giovanniribisi,nickikatt,ronrifkin,taylornichol,investfirm,moodwishlist,copunrealist,subjectstrong,secret,underr,benyounger,complex,stockbroker,benaffleck,directoridebut,thoughtprovok,broker,callcent,fathersonrelationship,investscam,whitecollarcrime,money,sale,scam,stockexchang,stockmarket,trader,trade,wallstreet,economi,socialengin"
3299,"hang,comedy,drama,dianekeaton,dianekeaton,megryan,lisakudrow,waltermatthau,lisakudrow,megryan,awaward,waltermatthau,thanksgiv,diankeaton,telephon,womandirector,lossloveone,halloween,exwif,crisiline,cheat,amnesia,siblrelationship"
3300,"pitch,black,horror,sci-fi,thriller,davidtwohy,radhamitchell,colehauser,vindiesel,keithdavid,dark,dystopia,eclips,flask,surviv,radhamitchel,colehauser,bdvideo,vindiesel,63filmaffin,claudiablack,own,action,davidtwohi,futuristmoviecom,divx1,fridaynightmovi,comet,space,alienlifeform,villainhero,scarimonster,vindiesel,antihero,katsomattomat,futurist,riddick,predict,alien,poorcharactdevelop,strand,scifi,alien,watch,sciencfiction,suspens,couldbetter,goodconcept,davidtwohi,goodidebadmovi,atmospher"
3301,"whole,nine,yard,comedy,crime,jonathanlynn,brucewillis,matthewperry,rosannaarquette,michaelclarkeduncan,canada,assassin,dvd,harlandwilliams,15,jonathanlynn,nonlinear,contractkiller,suburb,funni,hitman,kevinpollak,love,michaelclarkduncan,montreal,natashahenstridg,setmontreal,darkcomedi,killerasprotagonist,mafia,nudititopless,matthewperri,assassin,canada,mob,montreal,murder,brucewilli,whack,nudititoplessnotabl,bounti,chicago,dentist,gangster,hoodlum,amandapeet,rosannaarquett,comedi"
3302,"beauti,peopl,comedy,jasmindizdar,thomasgoodridge,farukpruti,tonypeters,dadojehan,overcomtragedi,independfilm,refuge,bosnianwar,england"
3303,"black,tar,heroin,dark,end,street,documentary,stevenokazaki,traceyhelton,12/10,12/09,11/10,10/10,10/09,09/10,08/10,11/09,05/10,03/10,02/10,01/11,01/10,less300rate,stevenokazaki,06/10"
3306,"circu,comedy,charleschaplin,charleschaplin,mernakennedy,alernestgarcia,harrycrocker,mirror,pickpocket,polic,alernestgarcia,bdr,directorcharlchaplin,multiplrole,cav,librari,charlchaplin,hors,charlichaplin,fortunetel,felin,fatherdaughterrelationship,clown,chase,ape,acrobat,circu,bigtop,chaplin,holes20,gypsi"
3307,"citi,light,comedy,drama,romance,charleschaplin,charleschaplin,virginiacherrill,florencelee,harrymyers,flowershop,littltramp,millionair,flowergirl,loveoneslife,eyeoper,directorcharlchaplin,blindgirl,tumeysdvd,writercharlchaplin,virginiacherril,oper,whistl,suicidattempt,blindimpairvision,tramp,chaplin,movielentoppick,seen2014,good,cav,bdr,bestperformcharlichaplintramp,afi76,seen,seen2012,top250imdb,vday,bestrottentomatoalltime,chaplin,marxbrother,erlendsdvd,nenhumviu,lucidellacitta,sad,friendship,nationfilmregistri,romanc,sweet,silentmovi,mustsee,imdbtop250,funni,slapstick,drama,classic,charlichaplin,blind,platonlove,beautiful,100greatestmovi,comedi,afi100laugh,bittersweet,styliz,mistakenident,marlihors,love,g,charlchaplin,filmaffintoppick,criterion,directorscreenwrit,blindwoman,bechdeltestpass,afi100cheer,afi100,blind,etaegeshelf,box"
3308,"flamingo,kid,comedy,drama,garrymarshall,mattdillon,hectorelizondo,mollymccarthy,marthagehman,1950,comeage,summerjob,1960,beachresort,gambler"
3310,"kid,comedy,drama,charleschaplin,charleschaplin,ednapurviance,jackiecoogan,carlmiller,blackwhite,illegitimson,littltramp,richpoor,divx,semiautobiograph,slapstick,suicidattempt,silentmovi,imdbtop250,petticrime,cav,silent,erlendsdvd,orphan,seen2012,seen,childprotect,criminal,bdr,foundl,poverti,fistfight,tumeysdvd,criterion,dreamsequenc,charlchaplin,charlichaplin,favourit,orphan,angel,artist,author,chariti,devil,tivo,dreamsequenc,illegitimchild,librari,painter,stardom,stonethrow,see,abandon,cartheft,classdiffer,doctorpatient"
3313,"class,reunion,comedy,michaelmiller,gerritgraham,michaellerner,fredmccarren,miriamflynn,clv,seehorror/comedi,crazibrilliantmovilove,nationlampoon"
3315,"happi,go,love,musical,h.brucehumberstone,davidniven,vera-ellen,cesarromero,bobbyhowes,bachelor,music,theatricproduc"
3316,"reindeer,game,action,thriller,johnfrankenheimer,benaffleck,garysinise,charlizetheron,jamesfrain,nudititoplessnotabl,crapflix,nudititopless,voyeur,rolerevers,robberi,manipul,extramaritaffair,christma,christma,casino,stolenident,prison,johnfrankenheim,garisinis,charliztheron,benaffleck,r,clearplay,shit,twist"
3317,"wonder,boy,comedy,drama,curtishanson,michaeldouglas,tobeymaguire,francesmcdormand,robertdowneyjr.,pennsylvania,parti,marijuana,liar,infidel,drug,academia,basenovelbook,writer,writerwork,pittsburgh,writeprocess,writerblock,writerslife,dog,polic,basebook,wantseeagain,weekend,katiholm,francmcdormand,curtihanson,writersblock,michaelchabon,plotallplace,endsuck,own,overlook,funni,writer,schooldrama,sexual,oscarbestmusicoriginsong,robberi,univers,screenwritsteveklove,teacherprotagonist,car,teacherstudentrelationship,adaptbook,write,adulteri,bobdylan,book,comeage,robertdowneyjr,michaeldougla,literatur,gay,colleg,tobeymaguir,boxofficflop,authormichaelchabon,creativ,professor,prodigi,pittsburgh,cannabi,dvr,midlifcrise,love,road,greatscript,goodcast,goldenglobewinner,gaycharact,fridaynightmovi,extramaritaffair,deaddog,husbandwive"
3323,"chain,fool,comedy,crime,stevezahn,salmahayek,jeffgoldblum,elijahwood,blackcomedi,cast,crime,stylish,davidcross,elijahwood,usa,plot,suicid,love,treasur,theft,stolen,romanc,detect,coin,barber,heist"
